"","Mcav_na_K11_na_exp_na_salmon","Mcav_na_K12_na_control_na_salmon","Mcav_na_K13_na_exp_na_salmon","Mcav_na_K14_na_control_na_salmon","Mcav_na_K15_na_exp_na_salmon","Mcav_na_K16_na_control_na_salmon","Mcav_na_K17_na_D1_na_salmon","Mcav_na_K18_na_D1_na_salmon","Mcav_na_K19_na_D1_na_salmon","Mcav_na_K22_na_D1control_na_salmon","Mcav_na_K23_na_D1_na_salmon","Mcav_na_K25_na_D1_na_salmon","Mcav_na_K27_na_D4control_na_salmon","Mcav_na_K29_na_D1_na_salmon","Mcav_na_K31_na_D1_na_salmon","Mcav_na_K33_na_D1control_na_salmon","Mcav_na_K34_na_D1control_na_salmon","Mcav_na_K36_na_D1_na_salmon","Mcav_na_K38_na_D2control_na_salmon","Mcav_na_K39_na_D2control_na_salmon","Mcav_na_K40_na_D1_na_salmon","Mcav_na_K42_na_D4control_na_salmon","Mcav_na_K43_na_D3control_na_salmon","Mcav_na_K44_na_D1_na_salmon","Mcav_na_K45_na_D1_na_salmon","Mcav_na_K47_na_D4control_na_salmon","Mcav_na_K49_na_D1_na_salmon","Mcav_na_K50_na_D1control_na_salmon","Mcav_na_K51_na_D4control_na_salmon"
"Mcavernosa06366-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06367-RA",0,0,0,0,0,0,0,0,1.042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06368-RA",28.894918,0,64.1529,0,0,0,0,11.336648,10.420124,22.783775,0,0,0,0,0,21.644501,0,0,0,0,18.687918,0,0,732.374858,0,31.177937,0,0,53.40368
"Mcavernosa06369-RA",41.278454,89.282343,155.20863,1.054236,214.028621,0,0,25.76511,57.31068,101.49136,101.394789,139.749441,194.466726,0,1.050927,29.890025,0,0,1.042947,0,1.038218,1.037797,12.477655,0,0,68.591462,1.053919,7.360408,59.686466
"Mcavernosa06372-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06375-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06378-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06384-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06385-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06386-RA",0,0,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06388-RA",0,2.052468,12.41669,0,0,0,0,0,0,5.178131,1.034641,0,21.838509,0,0,25.767263,0,0,0,0,0,0,0,0,0,0,0,0,37.696715
"Mcavernosa06389-RA",0,0,37.250071,0,3.14748,0,0,0,2.084025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.157058,0,0,0
"Mcavernosa06390-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06391-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06393-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06395-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06397-RA",0,9.236104,7.243069,0,0,0,0,0,0,0,0,0,0,0,0,0,1.043057,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06398-RA",0,1.026234,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06401-RA",47.470222,33.865716,62.083452,4.216943,1.04916,4.215494,0,9.27544,5.210062,38.318167,0,0,0,0,0,9.276215,0,0,0,0,1.038218,2.075594,1.039805,774.429996,0,4.157058,0,1.051487,16.754096
"Mcavernosa06405-RA",0,0,0,0,0,0,0,5.153022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06406-RA",0,0,1.034724,0,0,0,0,0,1.042012,2.092731,0,0,0,0,0,0,0,0,0,0,5.191088,0,0,0,0,0,0,0,0
"Mcavernosa06408-RA",1.031961,25.655846,51.73621,11.596593,0,4.215494,0,17.520275,18.756223,108.719264,31.039221,0,190.30701,4.191064,2.101854,135.020456,0,39.624383,1.042947,113.855174,0,3.113391,9.358241,0,2.071617,74.82705,1.053919,1.051487,5.235655
"Mcavernosa06411-RA",3.095884,50.285458,135.54887,1.054236,4.19664,0,2.069703,34.009945,12.504148,197.80459,0,0,225.664597,0,0,26.797953,0,0,10.429472,0,0,0,16.636873,0,0,55.081023,0,0,70.157776
"Mcavernosa06412-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06414-RA",0,12.314806,5.173621,0,0,0,0,0,0,3.106878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06415-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06416-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06417-RA",0,0,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06418-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06419-RA",0,8.209871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06421-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06422-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06423-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06424-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06425-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06426-RA",1.031961,6.157403,10.347242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.94262
"Mcavernosa06427-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06428-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06429-RA",0,0,5.173621,0,0,0,0,0,4.168049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047131
"Mcavernosa06430-RA",83.588869,50.285458,83.81266,1.054236,124.850029,0,0,1.030604,19.798235,36.246914,0,126.191659,65.515528,0,0,0,0,0,75.092201,0,0,11.415765,0,0,1.035809,19.746027,0,0,0
"Mcavernosa06433-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06434-RA",0,11.288572,11.381966,0,0,0,0,5.153022,3.126037,2.071252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06435-RA",50.566106,24.629612,103.47242,5.271179,163.668945,0,0,36.071154,45.848544,111.847621,0,0,324.457853,2.095532,45.189857,18.552429,0,0,0,54.31623,0,31.133906,17.676678,890.338062,0,210.97071,0,0,0
"Mcavernosa06436-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06437-RA",0,30.787015,219.36153,1.054236,786.86993,7.377114,0,16.48967,69.814828,445.319233,1.034641,181.465692,361.895298,3.143298,1.050927,18.552429,0,32.325154,29.202523,1.044543,145.350471,50.852046,73.826125,1.025735,0,445.844504,1.053919,52.574343,149.73973
"Mcavernosa06438-RA",0,0,0,0,0,0,0,0,0,31.068784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06439-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06441-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06442-RA",4.127845,27.708313,60.014004,0,11.540759,0,1.034852,10.306044,32.302383,48.674428,0,0,29.118012,4.191064,0,0,0,1.042747,0,61.62803,85.133848,0,15.597069,0,2.071617,6.235587,0,0,67.016383
"Mcavernosa06444-RA",0,0,0,0,0,0,0,0,1.042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.353381,0,0,0
"Mcavernosa06445-RA",93.908482,35.918184,67.257073,2.108472,110.16179,0,0,22.673297,8.336099,39.353793,0,0,80.074534,5.23883,0,1.030691,0,0,0,0,0,0,0,0,1.035809,77.944843,0,0,0
"Mcavernosa06447-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,3.143298,0,1.030691,0,0,0,47.00443,0,1.037797,0,0,0,0,0,0,37.696715
"Mcavernosa06448-RA",1.031961,8.209871,22.763932,9.488122,31.474797,0,63.125942,34.009945,8.336099,25.890653,105.533352,0,36.397516,1.047766,0,0,0,0,0,204.730405,0,5.188984,0,2.05147,38.324923,33.256467,0,0,17.801227
"Mcavernosa06450-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,1.047766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06451-RA",1.031961,2.052468,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.035809,0,0,0,0
"Mcavernosa06452-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06453-RA",1.031961,173.433518,229.708772,0,92.326072,0,2.069703,13.397857,48.974581,85.956968,1.034641,0,209.025732,2.095532,0,98.946288,0,29.196914,0,59.538944,0,29.058312,0,0,0,297.22967,2.107837,0,0
"Mcavernosa06454-RA",18.575304,1.026234,47.597313,4.216943,0,0,0,0,6.252074,39.353793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.889687,0,0,0
"Mcavernosa06455-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06456-RA",0,2.052468,7.243069,0,36.720597,0,0,0,0,9.320635,0,0,0,0,0,0,0,35.453395,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06457-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06458-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06459-RA",101.132211,21.55091,40.354244,0,72.392034,31.616203,0,4.122418,17.71421,76.636333,0,0,113.352263,0,0,0,0,0,12.515367,0,0,1.037797,0,0,0,216.167032,0,0,0
"Mcavernosa06460-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.051487,0
"Mcavernosa06463-RA",3.095884,1.026234,82.777936,0,6.294959,0,0,15.459066,7.294087,15.534392,0,0,3.119787,1.047766,3.152781,2.061381,0,0,0,0,0,0,22.875701,0,0,1.039265,0,0,70.157776
"Mcavernosa06464-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06465-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06466-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06467-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06468-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06469-RA",0,110.833254,155.20863,1.054236,0,0,192.482382,23.703901,23.966284,62.137567,0,0,172.628217,7.334363,0,51.534525,1.043057,1.042747,0,25.069029,0,29.058312,1.039805,0,3.107426,0,4.215675,1.051487,1.047131
"Mcavernosa06470-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06471-RA",11.351575,8.209871,28.972278,0,0,0,0,5.153022,3.126037,5.178131,0,0,0,0,0,1.030691,0,1.042747,0,0,0,12.453562,0,0,0,0,0,0,0
"Mcavernosa06473-RA",44.374338,127.252995,254.542153,4.216943,30.425637,16.861975,1.034852,5.153022,23.966284,129.453265,0,0,68.635315,6.286596,0,44.319692,0,5.213735,18.77305,0,0,24.907125,0,2.05147,1.035809,4.157058,0,1.051487,0
"Mcavernosa06474-RA",1.031961,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06475-RA",26.830995,55.416627,133.479422,8.433886,0,0,2.069703,107.182857,52.100618,166.735806,12.415688,0,191.346939,6.286596,2.101854,5.153453,1.043057,20.854938,0,74.162545,17.6497,3.113391,12.477655,36.926463,1.035809,30.138673,4.215675,10.514869,107.854491
"Mcavernosa06476-RA",0,3.078701,4.138897,0,0,0,0,0,2.084025,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079609,0,0,0,0,0,0
"Mcavernosa06478-RA",85.652791,2.052468,123.13218,4.216943,559.20223,0,0,6.183626,75.02489,242.336513,0,0,0,0,0,0,1.043057,8.341975,0,0,63.331277,0,0,1.025735,283.811589,441.687446,334.09224,2.102974,0
"Mcavernosa06479-RA",0,0,1.034724,0,16.786559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06480-RA",0,3.078701,1.034724,0,0,0,0,0,0,0,0,0,0,14.668725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06481-RA",0,0,3.104173,0,0,0,0,0,0,0,49.662754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06482-RA",4.127845,21.55091,24.833381,0,1.04916,0,0,25.76511,31.260371,5.178131,0,0,0,9.429895,1.050927,53.595906,0,0,0,0,33.222965,0,2.079609,0,0,10.392646,1.053919,1.051487,0
"Mcavernosa06483-RA",1.031961,79.020005,69.326521,0,11.540759,0,1.034852,27.826319,18.756223,89.063847,0,0,146.629991,1.047766,1.050927,4.122762,2.086114,29.196914,0,28.202658,5.191088,0,2.079609,367.213164,0,63.395139,1.053919,35.750553,3.141393
"Mcavernosa06484-RA",16.511381,43.101821,136.583594,4.216943,14.688239,0,0,2.061209,12.504148,96.313229,0,0,35.357587,0,0,6.184143,0,0,0,0,0,2.075594,0,0,1.035809,49.8847,0,0,0
"Mcavernosa06485-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06486-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06487-RA",0,2.052468,4.138897,0,0,0,0,0,1.042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06488-RA",0,4.104935,5.173621,0,0,0,0,0,1.042012,0,0,0,1.039929,0,0,0,0,0,0,0,0,0,0,0,1.035809,2.078529,0,0,0
"Mcavernosa06489-RA",0,4.104935,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06490-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06492-RA",14.447459,15.393507,23.798657,0,31.474797,0,0,0,4.168049,15.534392,0,0,15.598935,4.191064,0,0,0,0,0,0,0,0,6.238827,0,0,0,0,0,0
"Mcavernosa06493-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06494-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06495-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06496-RA",0,0,0,0,0,0,0,0,5.210062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06497-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06498-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06499-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06500-RA",138.28282,36.944418,90.021005,16.867772,37.769757,0,16.557624,85.540165,63.562754,96.313229,13.450329,0,206.945874,0,0,6.184143,0,2.085494,0,114.899717,93.439589,7.264578,0,0,0,115.358368,0,0,40.838108
"Mcavernosa06501-RA",18.575304,7.183637,38.284795,33.735544,16.786559,0,0,14.428462,41.680495,311.723463,0,0,705.071873,11.525427,10.509269,30.920715,0,25.025926,0,0,0,45.663062,53.030033,0,0,134.065131,0,1.051487,35.602453
"Mcavernosa06502-RA",0,15.393507,12.41669,0,0,0,0,4.122418,1.042012,7.249383,0,0,0,1.047766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06503-RA",84.62083,284.266771,309.382536,7.37965,91.276912,0,0,175.202747,57.31068,121.168256,86.909819,0,365.015085,3.143298,0,29.890025,0,18.769444,0,38.648087,26.993659,20.755937,3.119414,0,2.071617,43.649112,7.377431,0,12.565572
"Mcavernosa06504-RA",0,1.026234,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06506-RA",0,1.026234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06507-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06508-RA",0,2.052468,16.555587,0,0,0,0,0,0,6.213757,0,0,21.838509,0,0,11.337596,0,0,0,0,0,0,6.238827,0,0,1.039265,0,0,0
"Mcavernosa06509-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06510-RA",202.264423,47.206756,55.875107,3.162707,0,0,0,3.091813,6.252074,19.676896,0,0,0,0,0,0,0,0,0,0,0,3.113391,1.039805,0,0,1.039265,0,0,0
"Mcavernosa06511-RA",364.282354,61.57403,153.139182,17.922008,68.195394,0,0,37.101758,28.134334,41.425045,0,0,100.873115,1.047766,0,1.030691,0,0,0,76.251631,215.949272,2.075594,27.034919,0,0,73.787785,250.83266,0,104.713098
"Mcavernosa06512-RA",0,0,0,0,0,0,0,0,0,7.249383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06513-RA",0,1.026234,1.034724,0,0,0,0,1.030604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06514-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06515-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06516-RA",7.223729,36.944418,50.701486,0,66.097074,0,0,14.428462,41.680495,73.529455,0,0,447.169477,0,0,32.982096,0,0,0,0,0,23.869328,0,0,0,17.667498,0,0,31.413929
"Mcavernosa06517-RA",0,8.209871,25.868105,0,0,0,0,5.153022,7.294087,9.320635,0,0,0,0,0,29.890025,0,0,0,67.895287,0,0,0,0,0,24.94235,0,0,0
"Mcavernosa06518-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06519-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06520-RA",0,2.052468,16.555587,7.37965,18.884878,0,0,0,7.294087,27.961905,0,0,42.63709,0,0,0,0,1.042747,0,0,0,0,0,0,0,10.392646,0,0,0
"Mcavernosa06521-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06522-RA",0,9.236104,22.763932,0,61.900435,0,0,0,1.042012,0,0,0,0,1.047766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06523-RA",0,10.262338,4.138897,0,0,0,0,0,0,16.570018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06524-RA",2.063923,6.157403,30.007002,0,0,0,0,13.397857,1.042012,32.10441,0,0,69.675244,1.047766,0,0,0,0,0,1.044543,0,1.037797,0,207.198489,0,3.117794,1.053919,0,5.235655
"Mcavernosa06525-RA",0,3.078701,3.104173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06526-RA",0,3.078701,9.312518,0,0,0,0,2.061209,3.126037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06527-RA",29.926879,36.944418,32.07645,0,0,0,0,4.122418,10.420124,24.855027,0,0,40.557232,7.334363,0,15.460358,0,0,0,0,0,0,16.636873,0,0,1.039265,0,0,0
"Mcavernosa06528-RA",0,5.131169,5.173621,0,0,0,0,0,1.042012,0,0,0,0,0,0,0,0,60.479321,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06529-RA",0,0,0,0,0,0,0,0,2.084025,0,0,0,58.236025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.051487,0
"Mcavernosa06530-RA",0,5.131169,7.243069,0,0,0,1.034852,0,1.042012,24.855027,0,0,0,0,0,0,0,20.854938,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06531-RA",0,0,0,0,0,0,0,1.030604,1.042012,0,0,0,0,0,0,15.460358,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06532-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06533-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06535-RA",0,1.026234,0,0,0,0,0,0,2.084025,9.320635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06536-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06537-RA",0,1.026234,4.138897,0,0,0,0,0,1.042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.235587,0,0,0
"Mcavernosa06542-RA",0,2.052468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06543-RA",0,7.183637,16.555587,0,0,0,0,5.153022,2.084025,22.783775,0,0,0,0,0,12.368286,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06544-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06545-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06546-RA",0,1.026234,4.138897,0,0,0,0,1.030604,0,9.320635,0,0,24.958296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06547-RA",0,0,14.486139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06548-RA",62.949642,101.597149,240.056014,0,65.047914,0,0,91.723791,51.058606,178.127693,13.450329,5.214531,188.227152,4.191064,4.203708,55.657287,1.043057,5.213735,3.128842,5.222714,22.840788,4.151187,54.069838,182.580847,0,39.492054,4.215675,1.051487,50.262287
"Mcavernosa06549-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06550-RA",935.988937,462.831458,1139.231344,126.50829,658.872422,6.323241,1.034852,216.426923,145.881731,640.016944,165.542513,122.020034,541.803018,7.334363,3.152781,152.542194,1.043057,14.598457,1.042947,208.908577,238.79006,35.285093,122.696939,574.411653,2.071617,314.897167,4.215675,276.541044,272.254054
"Mcavernosa06551-RA",0,1.026234,2.069448,0,0,0,0,0,3.126037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06552-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,1.047766,0,0,0,0,0,0,0,0,0,0,0,1.039265,0,0,0
"Mcavernosa06553-RA",0,0,0,0,0,0,0,0,1.042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06555-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06556-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06560-RA",0,5.091795,0,0,0,0,0,0,1.810981,27.436104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06561-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06562-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06563-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06565-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
